speaker,condition,filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,pitch,rms,zcr,centroid,bandwidth,rolloff,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12
s25,Plain,s25_p_pgar5a.wav,-502.64444,83.480835,-15.784648,30.227093,-5.811419,-9.008388,-21.3466,-22.018623,-3.5321255,0.38548046,4.962291,2.7098644,1404.0732,0.004750677,0.12370011613175676,1720.1518771723004,1493.6320813877448,3096.1782094594596,0.35761428,0.2932974,0.2747524,0.28989172,0.38826397,0.35947734,0.34664094,0.39767876,0.50996685,0.41029593,0.31438798,0.3424655
s25,Plain,s25_p_pgwn7p.wav,-524.5156,68.96648,3.084937,37.26566,0.5999313,-11.24273,-23.042295,-17.123999,-2.239397,-1.9951172,-1.9815993,2.3407357,1510.9425,0.0053831455,0.1500141189759036,1879.9596107475932,1579.9359089139957,3415.5685240963853,0.30763125,0.28736475,0.20754707,0.20389286,0.29227522,0.28527945,0.32597134,0.40481043,0.5280701,0.39967033,0.34973416,0.36329436
s25,Plain,s25_p_prby1p.wav,-517.3488,83.75759,-8.759887,22.762707,-4.4631953,-12.570126,-24.092537,-18.085415,-5.7198577,-0.90457153,7.276423,2.0756173,1325.0836,0.0076774606,0.123577880859375,1611.8381244631234,1461.5252074035875,2914.453125,0.30012387,0.22559316,0.22021525,0.2652281,0.34069854,0.2482465,0.23957534,0.30251524,0.41902375,0.49964577,0.34514678,0.34596086
s25,Plain,s25_p_pwbm6a.wav,-497.6933,64.292534,-4.8751245,34.120617,-5.362529,-9.296433,-29.453684,-13.473517,-6.357045,-0.6463307,4.791952,1.7452742,1686.7158,0.005429868,0.15772752637987014,2038.5803663041688,1641.6781459094962,3748.2751623376626,0.45465925,0.35950366,0.29822245,0.27184054,0.35593495,0.39214298,0.36911616,0.33946058,0.3990627,0.45616657,0.5034153,0.47513586
s25,Plain,s25_p_pwis2p.wav,-523.1167,44.967686,1.5650804,46.57279,-8.756327,-9.271008,-21.688784,-11.753666,-7.862752,-0.7953916,4.717751,-1.7910469,1861.1952,0.005391166,0.17737114138719512,2321.7227803123214,1639.367623975012,4006.5739329268295,0.45187396,0.4584921,0.37892058,0.3460271,0.32310122,0.43029362,0.4139101,0.39172903,0.41738155,0.338856,0.35769573,0.37455788
s25,Plain,s25_p_pwwk9a.wav,-500.43198,71.914474,-22.648346,42.699192,-9.419532,-16.943892,-22.817087,-20.404947,-2.8658779,-2.1317618,3.4024038,1.0513872,1731.0646,0.007823331,0.13078264508928572,1727.530176069958,1417.9744420678608,3180.3571428571427,0.5398584,0.32014784,0.23596829,0.25003448,0.2146712,0.25321838,0.43836686,0.3742898,0.212973,0.21858294,0.29772678,0.5804937
s25,Plain,s25_p_sbig5n.wav,-513.2223,62.729473,-13.224834,39.29211,-6.5145507,-12.051137,-19.936644,-17.926306,-5.9782887,1.24773,1.4564233,-4.890228,1650.3977,0.0066731116,0.1395777652138158,1867.1721927385006,1517.7910635362375,3388.4662828947367,0.44313657,0.35299504,0.32732862,0.25783595,0.22396974,0.21874854,0.292582,0.4439073,0.36589533,0.21437378,0.36786404,0.47176316
s25,Plain,s25_p_sbwi8a.wav,-519.1268,70.37545,-10.547334,37.823467,-6.5876746,-16.854216,-23.677008,-18.93588,-7.5988855,-0.71480376,5.613658,0.111012176,1491.6582,0.005306126,0.12381024427816902,1860.624707291017,1565.9578961272528,3385.56338028169,0.45876378,0.51058626,0.4418903,0.31627107,0.25936761,0.30267528,0.3266332,0.34854904,0.32741323,0.19473359,0.25407368,0.37275368
s25,Plain,s25_p_sgak8n.wav,-518.2811,59.914967,-8.275095,43.10325,-13.091413,-9.344778,-18.853016,-12.155122,-4.4846087,-1.4734752,7.490308,2.8362203,1854.2385,0.0048067244,0.15030517578125,2118.1227767097785,1601.200762579453,3734.86328125,0.37385643,0.3471391,0.27844712,0.26917392,0.35325202,0.38244018,0.35278258,0.45347905,0.38557604,0.376679,0.4324185,0.4405798
s25,Plain,s25_p_sgaq6n.wav,-507.2977,47.952835,-9.849793,47.813892,-7.9920397,-4.797865,-24.856283,-11.362854,-5.976798,-3.0983713,6.8180895,0.5626428,1863.1716,0.0042368304,0.19789858217592593,2403.3601119007117,1648.066413921359,4162.905092592592,0.39716443,0.31490907,0.27935964,0.26472095,0.3023854,0.26382202,0.361937,0.51581496,0.4304845,0.47350138,0.5209367,0.43083328
s25,Plain,s25_p_sgav7s.wav,-523.99506,61.73024,0.583589,41.304985,-2.778317,-12.54761,-23.536594,-17.028294,-8.512301,-2.258997,0.8535989,-2.6794958,1459.0448,0.0048216786,0.16488233024691357,2067.8437488496943,1660.3547973647728,3770.2546296296296,0.2701355,0.2612308,0.21024108,0.22078884,0.2531952,0.22342739,0.26235545,0.46267423,0.46511385,0.42119795,0.5251991,0.34932065
s25,Plain,s25_p_sgie1n.wav,-539.9309,79.02658,-6.4753594,45.0613,-14.663713,-9.356788,-17.081657,-19.777277,-6.2156677,-1.1264602,6.108874,-3.1050177,1581.4757,0.0049478565,0.12333286830357143,1806.040953146558,1461.4558289775978,3283.9285714285716,0.27775997,0.22852519,0.22207923,0.20870008,0.23917378,0.2560585,0.2921691,0.38836515,0.39494422,0.40222722,0.46553007,0.38892168
s25,Plain,s25_p_sgiqzs.wav,-529.5563,48.595684,5.5267057,54.966297,-5.858966,-15.006407,-22.694096,-20.31992,-9.390676,-8.214902,10.217821,2.5127285,1963.4204,0.0054978705,0.179412841796875,2191.294445368537,1605.868565677033,3801.85546875,0.32233778,0.29308528,0.22050838,0.19144706,0.16553876,0.18588908,0.20585744,0.2891392,0.40569702,0.44631177,0.49044505,0.40047747
s25,Plain,s25_p_sraa2s.wav,-515.0104,48.480267,1.3698353,41.078133,-6.681508,-14.524933,-20.118847,-14.123406,-7.1879272,-5.669729,3.0619388,1.3031653,1880.1523,0.005742894,0.1754197950487013,2225.29979115084,1684.1219054520216,3999.695616883117,0.3496597,0.26537332,0.23173216,0.23824915,0.34469065,0.31474888,0.30395606,0.3891162,0.40207264,0.507882,0.52840024,0.40224332
s25,Plain,s25_p_srbdzp.wav,-523.8757,58.60741,-2.4037027,37.511925,-1.91176,-19.572807,-22.82854,-19.123062,-8.828389,2.513275,3.4639277,3.6679683,1328.3309,0.006640329,0.17242752878289475,2162.7221598556644,1593.3741339285314,3773.951480263158,0.28514257,0.27798557,0.23048182,0.18362267,0.20676078,0.31440303,0.34990224,0.35464805,0.2653801,0.23196566,0.430021,0.44534913
s25,Plain,s25_p_srbj8n.wav,-511.84494,60.845,-11.671618,32.688725,-10.673104,-12.977064,-18.040949,-18.51452,-2.057512,-1.839591,3.5221868,1.5862,1676.4014,0.0068066684,0.15992838541666668,2124.185025299002,1578.9245724389834,3749.1666666666665,0.4953864,0.3758035,0.3582657,0.31142092,0.31655234,0.39064062,0.4538389,0.4673942,0.3862269,0.29313207,0.36611086,0.51649296
s25,Plain,s25_p_srib7n.wav,-514.05347,77.74878,-11.768126,33.64879,-8.445987,-8.893064,-24.28222,-12.313834,-3.345349,-2.6333103,3.126748,-2.2737803,1382.8925,0.0048808767,0.14735026041666666,1897.700071594908,1497.822660009586,3337.3958333333335,0.23330472,0.2284241,0.20364414,0.28083602,0.3784175,0.3383599,0.3697204,0.40898558,0.4475981,0.5452618,0.47549114,0.28719422
s25,Plain,s25_p_sric4n.wav,-527.74896,60.210094,-11.335216,35.04189,-7.9995384,-13.030949,-18.108597,-17.635279,-6.449682,-2.238605,4.4170337,2.8183274,1787.514,0.0061920322,0.1829833984375,2075.791829087163,1531.0259930644434,3575.827205882353,0.37816685,0.2687396,0.23243272,0.23033081,0.27178267,0.33936858,0.38637716,0.39453325,0.3185983,0.33963653,0.45591217,0.46380365
s25,Plain,s25_p_swbe5n.wav,-533.81744,69.25131,-11.664972,34.66132,-8.422616,-8.3913965,-20.468342,-15.572879,-4.0263686,2.0465305,4.531495,1.4260063,1557.0074,0.0048638145,0.14110677083333334,1931.2233984010197,1541.5661422414757,3445.4166666666665,0.30551663,0.23103718,0.23876742,0.2841269,0.28858572,0.40792423,0.46034724,0.40041804,0.5187952,0.43137085,0.4260381,0.40721416
s25,Plain,s25_p_swby1a.wav,-530.52954,93.21785,-10.20115,24.497013,-8.18333,-5.98116,-22.259354,-14.929615,-1.3892373,0.4811727,10.388431,2.9413092,1447.9768,0.0048163147,0.10936840160472973,1651.7026049545232,1437.753810516346,2903.7162162162163,0.26875302,0.29784364,0.3070036,0.35726398,0.36617583,0.3059209,0.3911799,0.417167,0.51462805,0.47373116,0.37176716,0.30109763
s26,Lombard,s26_l_bbanza.wav,-489.25818,90.7823,-31.238081,69.89327,-15.5427475,-21.321405,-31.585,-10.517186,-0.3152506,-8.572109,-2.2032995,-4.998303,1638.8484,0.006326113,0.1150735294117647,1773.7739466256758,1414.2587241168787,3213.8786764705883,0.24340165,0.24864964,0.2220985,0.25142735,0.40081164,0.40093273,0.4470464,0.48513004,0.41619942,0.30397284,0.21127851,0.18624127
s26,Lombard,s26_l_bbwh5p.wav,-489.299,64.132225,-8.145852,67.036194,-14.430393,-15.224738,-25.557426,-17.180664,-8.539448,-8.94516,-0.90629685,-4.91003,1789.2922,0.0075696977,0.16166791523972604,2071.118592260721,1571.3639426404652,3789.3835616438355,0.18165608,0.21481307,0.20085934,0.22698489,0.25031844,0.30563313,0.46285662,0.45460302,0.41373456,0.45652506,0.46642503,0.2789789
s26,Lombard,s26_l_bgbozn.wav,-487.80014,94.00002,-32.04371,52.57975,-19.210737,-14.820804,-26.602081,-16.951818,-2.3075984,-3.1718328,-2.5683465,-5.315109,1571.7881,0.008551849,0.1076416015625,1533.159961109923,1342.7218948089014,2872.55859375,0.27060348,0.23961937,0.122701585,0.14513175,0.2050116,0.47800952,0.48949265,0.32627195,0.27476314,0.3156591,0.15883267,0.1397813
s26,Lombard,s26_l_bgwy1p.wav,-513.3672,82.03719,-7.109812,56.739197,-16.0789,-10.399839,-22.797665,-16.977346,-7.7677164,-2.4346845,-2.2849596,-4.3986588,1326.2246,0.0066790986,0.12862454927884615,1799.283324728399,1468.841550002705,3259.2147435897436,0.15391292,0.1757485,0.1749115,0.15967105,0.21440068,0.3721926,0.4759168,0.4322087,0.25833434,0.3273145,0.30409408,0.15112455
s26,Lombard,s26_l_brav5s.wav,-502.63342,72.129745,-15.9354925,59.191784,-15.1048355,-11.02133,-22.489912,-11.504474,-5.213941,-4.960579,1.3893064,-3.657807,1697.0621,0.005802577,0.15145713404605263,1918.9472794895778,1499.5006594476433,3507.0929276315787,0.20113544,0.22755131,0.25374857,0.22609062,0.29914007,0.35420012,0.40812898,0.56297255,0.39881986,0.2297539,0.2113076,0.19376041
s26,Lombard,s26_l_brbc1s.wav,-513.63995,69.35073,-5.0384736,57.189434,-19.291206,-15.743156,-19.909071,-3.4939134,-3.6492937,-8.8630085,-3.4367497,-4.974257,1637.5778,0.0056740143,0.16862605168269232,2125.1635370151525,1509.5546297815083,3690.4046474358975,0.18827604,0.23517051,0.2569043,0.27634034,0.3703696,0.39458746,0.3984739,0.45776945,0.351077,0.29730615,0.2670781,0.19268078
s26,Lombard,s26_l_brbu9a.wav,-483.18057,84.16401,-27.91447,65.337296,-22.555897,-12.460252,-27.606033,-11.588838,-4.0577164,-3.8660007,-2.2925537,-4.0361485,1708.3049,0.006848451,0.09744510135135136,1686.862161941193,1449.0076039986538,3266.5751689189187,0.22578745,0.24816869,0.2179274,0.19356751,0.25645286,0.4107867,0.47479546,0.47330686,0.37484345,0.30139646,0.20630978,0.1879704
s26,Lombard,s26_l_bwah8p.wav,-500.60492,49.069973,8.309916,60.27439,-18.843489,-12.715974,-20.622131,-12.085788,-7.6696343,0.14499202,-3.1749687,-2.0817778,1829.7391,0.005463477,0.189886474609375,2588.005685391881,1658.381882393694,4298.73046875,0.24485466,0.22380829,0.24316902,0.304432,0.32879362,0.37318283,0.43824917,0.573632,0.5271003,0.36954275,0.24077228,0.1969154
s26,Lombard,s26_l_bwij1a.wav,-506.5937,84.2406,-17.351685,62.53181,-22.0858,-14.798178,-22.894978,-11.390143,-2.3443449,-6.110152,-1.6248353,-0.4879566,1746.7125,0.0056133615,0.11382092927631579,1814.8064888936156,1463.2564105176468,3310.8552631578946,0.28056678,0.32555035,0.20165919,0.17622907,0.3807807,0.48231366,0.5049198,0.30861494,0.31853762,0.339734,0.27129406,0.19864221
s26,Lombard,s26_l_bwwm8s.wav,-497.47482,68.14681,-9.092505,64.10979,-22.197351,-11.521197,-26.942305,-11.604537,-7.030854,-4.4653006,-1.0989634,-2.3938735,1818.6345,0.0057227155,0.1556552984775641,2137.292717309832,1530.791696905158,3746.19391025641,0.25773424,0.28528833,0.32978082,0.31615144,0.38000113,0.43351516,0.41605338,0.49759024,0.41466063,0.28192148,0.21664096,0.18189216
s26,Lombard,s26_l_lbbt3p.wav,-520.0772,63.422318,-0.44875622,75.75926,-16.613028,-16.1586,-20.407797,-11.113651,-6.482742,-7.1883883,-1.896898,-3.7792513,1732.8113,0.0053954995,0.15426157756024098,2109.943096801127,1634.3649097717387,3904.461596385542,0.18298395,0.23086229,0.2768801,0.3538595,0.34356362,0.39229643,0.46815422,0.52527887,0.5055402,0.354118,0.26630348,0.20822744
s26,Lombard,s26_l_lgaf9s.wav,-496.37723,74.36066,-21.141712,61.20688,-17.740988,-12.844793,-20.002777,-11.558044,-2.6439998,-4.823364,-0.7648226,-4.430001,1695.7567,0.0054861153,0.16355613425925927,2080.1790376004233,1518.0859079160896,3728.105709876543,0.22091529,0.20926683,0.2316528,0.27737218,0.30247548,0.52321017,0.5107422,0.49314126,0.44892585,0.29935125,0.23280367,0.17845179
s26,Lombard,s26_l_lgbn4n.wav,-513.61365,98.826065,-20.625086,55.38437,-26.36851,-13.693338,-22.66011,-15.359908,2.8818603,-5.1033406,-2.8251529,-3.3433597,1521.5786,0.006815222,0.1088208830758427,1511.6580305839723,1362.3161145006568,2866.6608146067415,0.28775233,0.23249464,0.17454746,0.14772879,0.2648883,0.4269068,0.5278964,0.48563385,0.36406362,0.29003072,0.17670801,0.18745776
s26,Lombard,s26_l_lrbu6a.wav,-489.96442,65.49037,-12.101629,53.87397,-17.047033,-14.750301,-29.404318,-9.828179,-4.016369,-1.5539275,-3.2818773,-1.3492832,1688.5172,0.006184795,0.1526150173611111,2157.8432829189173,1579.6594744876454,3863.329475308642,0.176732,0.2677451,0.27949345,0.28515223,0.2586222,0.31042734,0.37171426,0.55455875,0.6029643,0.39178848,0.2821654,0.20917171
s26,Lombard,s26_l_lrig5s.wav,-483.97272,55.774536,-8.014947,66.98582,-16.76987,-10.899142,-24.298824,-11.097959,-8.4068,-3.253108,-0.27616584,-1.8953266,1902.0442,0.0070496947,0.1598017444349315,2048.419971937446,1565.9418331312218,3759.6318493150684,0.21191241,0.2371419,0.2771758,0.2729455,0.27076975,0.39666632,0.37544593,0.47090864,0.43978825,0.26233432,0.17989762,0.14237729
s26,Lombard,s26_l_lrim1a.wav,-498.97153,93.52683,-23.453426,65.154755,-24.837517,-13.743052,-28.404856,-11.721938,1.0678208,-6.9756413,-4.9908843,-1.8557932,1699.0239,0.0058409907,0.10381116365131579,1633.9826169871299,1428.406609493526,3093.5444078947367,0.24103297,0.30416295,0.22665815,0.270462,0.27896434,0.50318855,0.556308,0.42763835,0.33944675,0.35712373,0.31825075,0.2195029
s26,Lombard,s26_l_lrwrzs.wav,-491.26978,63.930378,-15.645428,51.465164,-26.543213,-14.724121,-19.8858,-7.8650465,-3.6471455,-5.182849,-4.696423,-4.328708,1421.8239,0.0063572964,0.1608448517628205,2086.046978681051,1545.5250806158735,3795.7732371794873,0.19668347,0.2624945,0.30882826,0.2719295,0.26132032,0.34319633,0.4034652,0.5396441,0.44473043,0.2568747,0.19081977,0.17848971
s26,Lombard,s26_l_lwaa7p.wav,-498.16388,64.4037,3.3506165,54.994648,-17.2118,-16.513094,-18.912483,-4.4556694,-3.7764897,-1.7697668,-3.3267725,1.0309981,1431.417,0.0053610187,0.17712545955882353,2354.5349336341487,1609.3559283487787,4060.9375,0.2553864,0.28008372,0.34640262,0.3275194,0.38696238,0.5494065,0.4609289,0.52085584,0.5480607,0.37259707,0.26613867,0.22756942
s26,Lombard,s26_l_lwat2p.wav,-506.6917,55.27339,2.9131718,57.000668,-17.16578,-10.114186,-24.320368,-13.454637,-6.857375,-3.9428413,-2.6804268,-6.267437,1652.2472,0.0053423024,0.18158280222039475,2407.271934405357,1656.6107971654083,4177.528782894737,0.19713856,0.1876057,0.24869981,0.2612753,0.27473697,0.3614057,0.4745872,0.58913887,0.5703342,0.3777214,0.294076,0.21869095
s26,Lombard,s26_l_lwbl9n.wav,-496.45883,99.83716,-33.279636,53.06442,-30.520031,-6.539618,-18.7498,-10.606121,3.427107,-2.2816517,-5.9347386,-0.7944622,1447.932,0.0060754707,0.0965955010775862,1597.7171155938158,1375.9997688796534,3001.7061781609195,0.21187201,0.2003619,0.19888115,0.2943736,0.42496,0.5277609,0.5239215,0.33016565,0.3161994,0.24149458,0.22403345,0.23094271
s26,Lombard,s26_l_lwis7s.wav,-493.30942,65.15594,-2.5187404,54.256493,-14.970662,-14.399565,-27.592333,-9.255304,-2.0676725,-7.82358,-4.0822525,0.65393704,1623.8408,0.005977879,0.1882595486111111,2266.377205814511,1533.1712519572513,3866.2229938271603,0.21817586,0.23588233,0.27112678,0.25749874,0.2591964,0.4786319,0.5613483,0.48775515,0.4383795,0.2768809,0.27085075,0.1836244
s26,Lombard,s26_l_pbik4n.wav,-500.65607,68.67474,-13.350318,59.906094,-27.953707,-12.219669,-15.3935,-8.441063,0.3292956,-4.826909,-8.023321,-8.989795,1864.7697,0.005958558,0.1508246527777778,1994.3573875604768,1533.3229841080356,3615.9336419753085,0.271059,0.2593892,0.22954568,0.26305306,0.42863,0.5338807,0.52093375,0.4370152,0.42033517,0.3824095,0.2404849,0.21441723
s26,Lombard,s26_l_pbwq5n.wav,-504.80905,68.867805,-18.679403,57.89136,-19.070822,-11.428288,-18.993416,-11.417616,-0.82576925,-3.963344,-2.6985576,-7.0658693,1743.0355,0.0055021634,0.16093175551470587,2019.2459799488856,1540.6733037314834,3616.636029411765,0.20987698,0.2116545,0.22468741,0.27153355,0.4278109,0.4315493,0.5046969,0.45906353,0.41878542,0.31193098,0.24776947,0.20607197
s26,Lombard,s26_l_pgar7n.wav,-486.91614,81.79528,-21.955421,37.747437,-15.979402,-2.5821183,-25.85922,-16.023119,-0.9811825,2.615696,-5.4755983,-1.916749,1536.629,0.005643164,0.16314300933441558,2007.4930032202396,1509.6893093106785,3587.1550324675327,0.19693588,0.21275288,0.20915034,0.2124557,0.26831165,0.41818905,0.45566228,0.53694516,0.4259803,0.3670531,0.26152223,0.18279217
s26,Lombard,s26_l_pgas7n.wav,-482.1175,68.668884,-15.54991,40.533623,-18.014103,-11.9292555,-18.855137,-7.979142,1.9775401,1.7694452,-8.989286,0.33066753,1642.8287,0.005126119,0.20624551005747127,2414.570555108884,1533.923311246288,4013.6494252873563,0.19871278,0.18125984,0.20181583,0.30729434,0.50763726,0.60931015,0.51991117,0.4137112,0.43050236,0.37180442,0.24049713,0.20171477
s26,Lombard,s26_l_prax7p.wav,-479.56097,46.915535,-2.9801311,47.02274,-12.576222,-7.8090835,-27.604792,-7.8416915,-1.9988345,2.4525952,-3.5145488,-0.50429827,1779.3331,0.005198045,0.23048618861607142,2651.599853748948,1680.519031484643,4434.058779761905,0.20584734,0.25616574,0.26458424,0.30010158,0.3445552,0.4104458,0.45983988,0.540661,0.4970001,0.36443484,0.26484895,0.21264544
s26,Lombard,s26_l_prbe6s.wav,-511.3116,51.62968,4.603592,57.653027,-13.130682,-8.549481,-29.104385,-8.3401165,-5.366766,-3.119883,-1.3508403,-1.7574085,1489.7551,0.0051940116,0.197796630859375,2401.688207809474,1628.3701648308488,4120.1171875,0.1775153,0.20309839,0.27108747,0.2857934,0.26864642,0.31779298,0.31709304,0.4017388,0.5583676,0.44466296,0.32982534,0.19027957
s26,Lombard,s26_l_prwe8s.wav,-513.4697,53.02959,2.077671,65.72855,-17.747257,-11.3066845,-27.500504,-12.830603,-9.063458,-4.216828,-1.2782874,-3.3508759,1791.2831,0.005291046,0.17868523848684212,2291.3932495088616,1622.9188452925027,4006.6817434210525,0.20194067,0.23494808,0.26368687,0.32974067,0.38609192,0.4660489,0.46053013,0.52201486,0.5052555,0.3690423,0.22566998,0.17199801
s26,Lombard,s26_l_pwak6p.wav,-508.43277,42.204082,11.006138,49.551224,-10.758795,-8.22561,-18.579533,-7.961484,-4.755629,1.3527253,-0.52213734,-1.4787289,1798.4653,0.004862162,0.2196633731617647,2685.2834820145836,1712.0511746759619,4485.9375,0.26876214,0.30794686,0.322327,0.3059022,0.324757,0.37311336,0.46087912,0.61541647,0.642513,0.4442459,0.3223051,0.23498838
s26,Lombard,s26_l_pwaz4p.wav,-510.95004,66.95483,11.035838,48.348694,-17.388275,-14.004921,-17.077581,-6.6541386,0.62545735,0.101971276,-3.8035507,-1.6142381,1547.5785,0.0047394345,0.18786209620786518,2387.26406095671,1633.5937979658033,4094.803370786517,0.30373248,0.37206483,0.35399365,0.35646567,0.3794454,0.46688,0.5064379,0.58381134,0.5330872,0.48033702,0.3713967,0.23859943
s26,Lombard,s26_l_pwij9n.wav,-507.25714,70.00287,-13.926618,54.66178,-30.68201,-12.3082905,-13.684992,-7.9658523,-2.1036935,-1.994976,-13.578573,-5.243019,1765.6837,0.0049877167,0.155023193359375,2136.6011153991058,1501.1614725896113,3733.30078125,0.19209178,0.18974505,0.22385427,0.21603449,0.26153198,0.4914896,0.41432723,0.43488708,0.33750075,0.43463326,0.36199245,0.21136062
s26,Lombard,s26_l_pwiq1a.wav,-503.2568,75.740616,-5.503005,58.89924,-20.114603,-4.73361,-23.43823,-11.947844,-4.4030333,-0.76997143,-1.8887118,-3.4702857,1839.13,0.004869819,0.1465782752403846,1992.2525124817628,1522.2622542060474,3544.170673076923,0.19741298,0.2689586,0.2882822,0.27087978,0.26942384,0.35154584,0.4018915,0.43342307,0.44693854,0.3772663,0.2875588,0.17932291
s26,Lombard,s26_l_pwwazp.wav,-499.2647,64.29685,-4.416618,65.88228,-17.54386,-20.224854,-24.53144,-12.703268,-6.796557,-4.3081236,0.17553702,0.79420877,1756.7853,0.0050106654,0.19971305941358025,2351.170856175779,1579.7016197966545,4038.3873456790125,0.21041216,0.35518515,0.2794308,0.25626305,0.26531613,0.38698834,0.5729474,0.43886665,0.3191401,0.36426532,0.27114034,0.17560394
s26,Lombard,s26_l_sbab8n.wav,-498.89655,66.86783,-4.11522,60.139137,-20.424858,-5.129078,-26.02761,-11.058365,-2.2972283,1.0855184,-1.8679299,-6.383152,1679.4258,0.005848491,0.16085889862804878,2219.146368465882,1601.5082031095744,3918.921493902439,0.1922168,0.2546979,0.2787565,0.29890755,0.3696314,0.32567295,0.446356,0.5522511,0.4359714,0.278505,0.20433275,0.16179726
s26,Lombard,s26_l_sbag2a.wav,-493.50235,57.20461,-1.3785305,58.332375,-15.252405,-10.042904,-29.775404,-9.771975,-3.189598,-3.528442,-1.7630475,-6.8398046,1708.0677,0.006723728,0.17258864182692307,2261.968056100451,1602.9113389590293,4001.502403846154,0.22250663,0.2599146,0.25016418,0.266172,0.2890273,0.34909514,0.3915402,0.48173675,0.56713617,0.3928205,0.34646505,0.26271844
s26,Lombard,s26_l_sbbi2s.wav,-495.2472,50.573414,-6.814306,59.228294,-26.762686,-13.170069,-18.437105,-2.0046818,-5.4759955,-6.1648245,-4.2958074,-9.076285,1720.7599,0.006489187,0.19481185719936708,2481.034449951068,1588.2417058938977,4210.047468354431,0.1560034,0.21546897,0.2396851,0.22574168,0.39808723,0.48116434,0.52267593,0.36692148,0.28586602,0.31421074,0.2071016,0.13638653
s26,Lombard,s26_l_sbbp9p.wav,-502.7535,53.836876,4.963749,61.69483,-18.971502,-12.931337,-17.981653,-7.6601224,-7.8107986,-1.4392041,-8.509613,-5.975473,1692.7987,0.005473773,0.20407065862341772,2452.37421146202,1591.8598993624275,4174.545094936709,0.17906097,0.19747578,0.24004547,0.27080098,0.4233618,0.5178612,0.45472267,0.4096942,0.40149102,0.34453294,0.24262133,0.17439315
s26,Lombard,s26_l_sbio3s.wav,-493.62775,57.46354,-3.5734887,62.58003,-10.915693,-18.489958,-28.115887,-10.255191,-1.6702938,-6.6410937,0.4134113,-3.2420542,1771.5533,0.0057416363,0.2072658786525974,2439.242572232894,1571.1722012004595,4097.402597402597,0.19850038,0.22962952,0.24327914,0.3146969,0.45283276,0.5534185,0.51730394,0.36760658,0.32018083,0.3105257,0.23940104,0.17336492
s26,Lombard,s26_l_sbwc6p.wav,-507.22318,28.487564,24.040846,50.258236,-13.220209,-13.202753,-18.754456,-0.97395605,-3.7063882,-3.525234,-6.7103815,-2.1931014,1652.8936,0.00535407,0.2662621474847561,3103.110733121777,1762.3150263760483,4986.661585365854,0.11875742,0.15257989,0.20184387,0.2098327,0.30143765,0.53631896,0.49380922,0.41039184,0.40334558,0.4456871,0.38292617,0.14921758
s26,Lombard,s26_l_sbwi2s.wav,-521.4157,56.974213,3.2340498,57.79174,-13.141624,-15.83195,-19.75085,-2.5235736,-3.7606304,-8.227842,-5.9140234,-6.4012203,1479.4706,0.0052563967,0.18112327938988096,2350.9233727392775,1587.4806137933945,4048.270089285714,0.209692,0.2585254,0.27907577,0.31665045,0.3824886,0.4729206,0.5299182,0.41928622,0.32592243,0.36168358,0.28777337,0.19196574
s26,Lombard,s26_l_sgab6a.wav,-482.86377,54.610455,-7.736863,56.588154,-17.769012,-7.0330176,-29.3292,-11.039304,-1.3878222,0.2430272,0.09196064,-3.0089328,1770.8854,0.0047354763,0.20335127667682926,2574.247596380375,1659.504433790023,4365.663109756098,0.29803428,0.33500597,0.26963028,0.2723265,0.36983708,0.40681696,0.47976744,0.56764334,0.43647262,0.38365996,0.31944302,0.26035526
s26,Lombard,s26_l_sgaz4p.wav,-504.21295,60.29079,7.333814,43.955414,-15.542116,-11.677362,-22.977236,-8.263623,-1.0358751,-2.6858377,-3.1668363,-0.5192984,1628.8411,0.0045778435,0.2162454044117647,2501.392304602781,1698.995752257165,4292.555147058823,0.26613134,0.24758783,0.24168426,0.29514253,0.2931815,0.447658,0.5477262,0.5208386,0.45649996,0.36278757,0.2696339,0.21845189
s26,Lombard,s26_l_sgbf4s.wav,-503.53082,69.86413,-2.498347,45.159203,-18.692476,-14.629863,-20.170715,-2.4320643,1.4807628,-3.8561437,-1.8481002,-0.46566233,1835.7762,0.004999111,0.20008486793154762,2291.8499778113996,1509.1692998952778,3768.8802083333335,0.32583252,0.34417957,0.2988002,0.2683049,0.3415777,0.47670105,0.46831948,0.41712707,0.36747056,0.35066292,0.29511714,0.22604306
s26,Lombard,s26_l_sgiv3n.wav,-507.2972,70.38563,-19.470947,67.12631,-18.566872,-16.517317,-22.128637,-10.068484,-1.3558064,-7.10677,-1.1696796,-4.1184125,1793.7606,0.0047703213,0.16526210455246915,2162.2677072479846,1519.1975980042228,3729.3595679012346,0.2470868,0.23927456,0.21089034,0.20595632,0.36439997,0.5006756,0.580953,0.4893522,0.31667906,0.28958204,0.28268293,0.2146496
s26,Lombard,s26_l_sgwd8n.wav,-487.83926,64.14875,-7.63578,58.90432,-21.172596,-3.6953251,-25.629574,-16.63575,-4.644776,-1.3563843,-1.1797149,-3.4511313,1806.1008,0.005970538,0.15425979034810128,2306.2009502896485,1596.9649326294887,4004.153481012658,0.2617434,0.29083169,0.2478397,0.25531843,0.36220992,0.3858472,0.50240654,0.56533617,0.4196248,0.34787863,0.27582714,0.22283827
